Time Period,1month,3month,6month,1year,2year,3year,5year,7year,10year,20year,30year
1992-09-17 00:00:00+00:00,,0.0294,0.03,0.0314,0.0386,0.044,0.0541,0.0595,0.064,,0.0734
1992-09-18 00:00:00+00:00,,0.0294,0.0299,0.0313,0.0386,0.044,0.0541,0.0597,0.0641,,0.0732
1992-09-21 00:00:00+00:00,,0.0297,0.03,0.0316,0.0391,0.0445,0.0546,0.0599,0.0642,,0.0735
1992-09-22 00:00:00+00:00,,0.0298,0.0304,0.032,0.0398,0.0449,0.0552,0.0607,0.065,,0.0745
1992-09-23 00:00:00+00:00,,0.0298,0.0306,0.0321,0.0397,0.0452,0.0554,0.0613,0.0654,,0.0748
1992-09-24 00:00:00+00:00,,0.0295,0.0301,0.0317,0.0391,0.0445,0.0547,0.0606,0.0648,,0.0742
1992-09-25 00:00:00+00:00,,0.0286,0.0292,0.0304,0.0378,0.0431,0.0533,0.0596,0.0641,,0.0735
1992-09-28 00:00:00+00:00,,0.0279,0.0293,0.0304,0.0377,0.0429,0.0528,0.0591,0.0637,,0.0734
1992-09-29 00:00:00+00:00,,0.0279,0.0293,0.0306,0.038,0.0431,0.0531,0.0592,0.0637,,0.0736
1992-09-30 00:00:00+00:00,,0.0275,0.0292,0.0306,0.038,0.0434,0.0533,0.0594,0.0637,,0.0738
1992-10-01 00:00:00+00:00,,0.0267,0.0283,0.0296,0.0367,0.0418,0.0518,0.058,0.0623,,0.073
1992-10-02 00:00:00+00:00,,0.0269,0.0287,0.0298,0.0371,0.042,0.0522,0.0584,0.0626,,0.0733
1992-10-05 00:00:00+00:00,,0.0275,0.0287,0.0298,0.0368,0.0418,0.0518,0.0581,0.0624,,0.0734
1992-10-06 00:00:00+00:00,,0.0279,0.0292,0.0305,0.0374,0.0424,0.0525,0.0589,0.063,,0.0741
1992-10-07 00:00:00+00:00,,0.0289,0.03,0.0315,0.0388,0.0442,0.0543,0.0603,0.0646,,0.0748
1992-10-08 00:00:00+00:00,,0.0285,0.0297,0.0308,0.0383,0.0436,0.0537,0.0599,0.0641,,0.0745
1992-10-09 00:00:00+00:00,,0.0289,0.0303,0.0319,0.04,0.045,0.055,0.0608,0.0652,,0.0752
1992-10-13 00:00:00+00:00,,0.0295,0.0306,0.0322,0.0399,0.0452,0.0549,0.0607,0.0651,,0.0753
1992-10-14 00:00:00+00:00,,0.0299,0.031,0.0326,0.0402,0.0454,0.0551,0.0607,0.0651,,0.075
1992-10-15 00:00:00+00:00,,0.0298,0.0311,0.0327,0.0402,0.0456,0.0552,0.0608,0.0653,,0.0751
1992-10-16 00:00:00+00:00,,0.0297,0.0313,0.033,0.0404,0.046,0.0557,0.0612,0.066,,0.0754
1992-10-19 00:00:00+00:00,,0.0304,0.0323,0.0341,0.0415,0.0474,0.0571,0.0623,0.0669,,0.0757
1992-10-20 00:00:00+00:00,,0.0309,0.0334,0.0356,0.0434,0.0497,0.059,0.0644,0.0686,,0.0765
1992-10-21 00:00:00+00:00,,0.0299,0.0325,0.0347,0.0429,0.0491,0.0582,0.0635,0.068,,0.0763
1992-10-22 00:00:00+00:00,,0.0298,0.0325,0.0345,0.0424,0.0486,0.0579,0.0632,0.0674,,0.0761
1992-10-23 00:00:00+00:00,,0.03,0.033,0.0352,0.0437,0.0498,0.0591,0.0641,0.0683,,0.0765
1992-10-26 00:00:00+00:00,,0.0302,0.033,0.0355,0.0439,0.05,0.0592,0.0642,0.0683,,0.0766
1992-10-27 00:00:00+00:00,,0.03,0.0329,0.0348,0.0432,0.049,0.0582,0.0634,0.0678,,0.0762
1992-10-28 00:00:00+00:00,,0.03,0.0327,0.0345,0.0433,0.0489,0.0583,0.0633,0.0676,,0.0764
1992-10-29 00:00:00+00:00,,0.0302,0.0327,0.0348,0.0433,0.0487,0.0579,0.0627,0.0671,,0.076
1992-10-30 00:00:00+00:00,,0.0303,0.0329,0.0354,0.044,0.0498,0.059,0.0636,0.068,,0.0763
1992-11-02 00:00:00+00:00,,0.0308,0.0335,0.0362,0.0447,0.0507,0.0596,0.0646,0.0688,,0.0766
1992-11-03 00:00:00+00:00,,0.031,0.0332,0.0357,0.0444,0.0503,0.0594,0.0645,0.0687,,0.0765
1992-11-04 00:00:00+00:00,,0.0309,0.0332,0.0356,0.0444,0.0501,0.0594,0.0646,0.0689,,0.0769
1992-11-05 00:00:00+00:00,,0.0308,0.033,0.0354,0.0439,0.0496,0.0593,0.0644,0.0687,,0.0769
1992-11-06 00:00:00+00:00,,0.0313,0.0337,0.036,0.0448,0.0507,0.0602,0.0654,0.0697,,0.0776
1992-11-09 00:00:00+00:00,,0.0317,0.034,0.0366,0.0457,0.0516,0.0609,0.0659,0.07,,0.0775
1992-11-10 00:00:00+00:00,,0.0315,0.0338,0.0362,0.045,0.051,0.0601,0.065,0.0691,,0.0768
1992-11-12 00:00:00+00:00,,0.0313,0.0338,0.0359,0.0444,0.05,0.0589,0.0638,0.0679,,0.0757
1992-11-13 00:00:00+00:00,,0.0315,0.0342,0.0368,0.0454,0.0509,0.0599,0.0644,0.0682,,0.0757
1992-11-16 00:00:00+00:00,,0.0322,0.0347,0.0377,0.0468,0.0521,0.0611,0.0654,0.069,,0.0756
1992-11-17 00:00:00+00:00,,0.0324,0.0348,0.0373,0.0467,0.0521,0.0608,0.0651,0.0686,,0.0755
1992-11-18 00:00:00+00:00,,0.0322,0.0345,0.0368,0.0458,0.0511,0.0597,0.0641,0.0678,,0.0751
1992-11-19 00:00:00+00:00,,0.0322,0.0346,0.0372,0.0459,0.0512,0.06,0.0644,0.0681,,0.0754
1992-11-20 00:00:00+00:00,,0.0328,0.0351,0.0377,0.0466,0.052,0.0608,0.0648,0.0684,,0.0754
1992-11-23 00:00:00+00:00,,0.0334,0.0355,0.0377,0.0469,0.0522,0.061,0.0651,0.0686,,0.0756
1992-11-24 00:00:00+00:00,,0.0329,0.0351,0.0369,0.0461,0.0516,0.0604,0.0645,0.0682,,0.0753
1992-11-25 00:00:00+00:00,,0.0331,0.0354,0.0375,0.047,0.0523,0.0612,0.065,0.0684,,0.0754
1992-11-27 00:00:00+00:00,,0.0333,0.0356,0.0381,0.0477,0.0536,0.0622,0.066,0.0693,,0.0759
1992-11-30 00:00:00+00:00,,0.0338,0.0358,0.0383,0.0479,0.0536,0.0623,0.0661,0.0695,,0.0759
1992-12-01 00:00:00+00:00,,0.034,0.0359,0.0386,0.0481,0.0539,0.0624,0.0661,0.0694,,0.0757
1992-12-02 00:00:00+00:00,,0.0342,0.0358,0.0384,0.0481,0.0539,0.0623,0.0661,0.0693,,0.0757
1992-12-03 00:00:00+00:00,,0.0337,0.0356,0.0383,0.0478,0.0536,0.062,0.0659,0.0691,,0.0757
1992-12-04 00:00:00+00:00,,0.0332,0.0348,0.0373,0.047,0.0527,0.0611,0.0651,0.0684,,0.075
1992-12-07 00:00:00+00:00,,0.0335,0.0347,0.0369,0.0462,0.0519,0.0605,0.0645,0.0678,,0.0745
1992-12-08 00:00:00+00:00,,0.0333,0.0344,0.0366,0.0459,0.0513,0.0599,0.0639,0.0673,,0.0744
1992-12-09 00:00:00+00:00,,0.033,0.0344,0.0369,0.0461,0.0516,0.0601,0.0641,0.0676,,0.0744
1992-12-10 00:00:00+00:00,,0.0329,0.0347,0.0372,0.0467,0.0519,0.0604,0.0642,0.0677,,0.0742
1992-12-11 00:00:00+00:00,,0.0332,0.0351,0.0382,0.0478,0.0529,0.061,0.0648,0.068,,0.0744
1992-12-14 00:00:00+00:00,,0.0333,0.0354,0.0385,0.048,0.0534,0.0615,0.0652,0.0683,,0.0745
1992-12-15 00:00:00+00:00,,0.0329,0.035,0.0378,0.0477,0.0529,0.0612,0.065,0.0683,,0.0745
1992-12-16 00:00:00+00:00,,0.0328,0.0346,0.0373,0.0467,0.0521,0.0606,0.0644,0.0677,,0.0744
1992-12-17 00:00:00+00:00,,0.0327,0.0348,0.0373,0.0469,0.0521,0.0608,0.0645,0.0677,,0.0743
1992-12-18 00:00:00+00:00,,0.0323,0.0343,0.0369,0.0466,0.052,0.0607,0.0644,0.0676,,0.0743
1992-12-21 00:00:00+00:00,,0.0325,0.0343,0.0368,0.0464,0.0518,0.0605,0.0641,0.0671,,0.0738
1992-12-22 00:00:00+00:00,,0.0327,0.0341,0.0363,0.0464,0.0512,0.0602,0.0636,0.0665,,0.0734
1992-12-23 00:00:00+00:00,,0.0325,0.0341,0.0363,0.0463,0.0514,0.0601,0.0639,0.0668,,0.0736
1992-12-24 00:00:00+00:00,,0.0323,0.0341,0.0363,0.046,0.0513,0.0602,0.064,0.0669,,0.0736
1992-12-28 00:00:00+00:00,,0.033,0.0348,0.0364,0.0464,0.0517,0.0606,0.0643,0.0672,,0.074
1992-12-29 00:00:00+00:00,,0.0327,0.0345,0.0364,0.0461,0.0515,0.0604,0.0642,0.0669,,0.0737
1992-12-30 00:00:00+00:00,,0.0319,0.0339,0.0357,0.0454,0.0507,0.0598,0.0639,0.0668,,0.0739
1992-12-31 00:00:00+00:00,,0.0315,0.0338,0.0361,0.0456,0.0512,0.0604,0.0643,0.067,,0.074
1993-01-04 00:00:00+00:00,,0.0319,0.0337,0.0356,0.0448,0.0503,0.059,0.0633,0.066,,0.0733
1993-01-05 00:00:00+00:00,,0.0318,0.0336,0.0358,0.0448,0.05,0.059,0.0632,0.0661,,0.0733
1993-01-06 00:00:00+00:00,,0.0317,0.0335,0.0362,0.0452,0.0506,0.0594,0.0636,0.0663,,0.0734
1993-01-07 00:00:00+00:00,,0.0319,0.0338,0.037,0.0464,0.0517,0.0605,0.0649,0.0676,,0.0745
1993-01-08 00:00:00+00:00,,0.0313,0.033,0.0356,0.045,0.0506,0.0597,0.0644,0.0675,,0.0747
1993-01-11 00:00:00+00:00,,0.0312,0.0328,0.0354,0.0448,0.0501,0.0593,0.064,0.0671,,0.0747
1993-01-12 00:00:00+00:00,,0.0309,0.0324,0.0354,0.0448,0.0503,0.0595,0.0641,0.0672,,0.0748
1993-01-13 00:00:00+00:00,,0.0306,0.0324,0.0351,0.0446,0.0502,0.0593,0.0636,0.0671,,0.0745
1993-01-14 00:00:00+00:00,,0.0304,0.0323,0.0348,0.044,0.0496,0.0588,0.063,0.0665,,0.0741
1993-01-15 00:00:00+00:00,,0.03,0.0317,0.0342,0.0431,0.0488,0.058,0.0624,0.066,,0.0735
1993-01-19 00:00:00+00:00,,0.031,0.0323,0.0348,0.0439,0.0491,0.0582,0.0623,0.0659,,0.0731
1993-01-20 00:00:00+00:00,,0.0308,0.0322,0.0351,0.0441,0.0495,0.0585,0.0626,0.0661,,0.0732
1993-01-21 00:00:00+00:00,,0.0305,0.032,0.0348,0.0436,0.0491,0.0583,0.0623,0.066,,0.0731
1993-01-22 00:00:00+00:00,,0.0303,0.0315,0.0341,0.043,0.0485,0.0577,0.0618,0.0657,,0.073
1993-01-25 00:00:00+00:00,,0.0302,0.0317,0.0341,0.0426,0.048,0.0571,0.0611,0.0648,,0.0722
1993-01-26 00:00:00+00:00,,0.0301,0.0318,0.0345,0.043,0.0483,0.0575,0.0613,0.065,,0.0726
1993-01-27 00:00:00+00:00,,0.0297,0.0315,0.0341,0.0424,0.048,0.0568,0.061,0.0648,,0.0725
1993-01-28 00:00:00+00:00,,0.0296,0.0314,0.0338,0.042,0.0473,0.0561,0.0605,0.0644,,0.0723
1993-01-29 00:00:00+00:00,,0.0296,0.0316,0.0339,0.042,0.0472,0.0557,0.06,0.0639,,0.0721
1993-02-01 00:00:00+00:00,,0.0301,0.0317,0.034,0.0419,0.0469,0.0555,0.0597,0.0638,,0.0721
1993-02-02 00:00:00+00:00,,0.0302,0.0321,0.0343,0.0425,0.0476,0.0563,0.0604,0.0646,,0.0725
1993-02-03 00:00:00+00:00,,0.0299,0.0321,0.0344,0.0427,0.0477,0.0562,0.0604,0.0645,,0.0723
1993-02-04 00:00:00+00:00,,0.0296,0.0318,0.0344,0.0419,0.0468,0.0553,0.0598,0.0639,,0.0719
1993-02-05 00:00:00+00:00,,0.0296,0.0315,0.0336,0.0407,0.0458,0.0542,0.0588,0.0632,,0.0717
1993-02-08 00:00:00+00:00,,0.03,0.0318,0.0343,0.0416,0.0464,0.0549,0.0593,0.0637,,0.0718
1993-02-09 00:00:00+00:00,,0.0299,0.0319,0.0347,0.042,0.0472,0.0555,0.0598,0.0641,,0.072
1993-02-10 00:00:00+00:00,,0.03,0.0322,0.035,0.0427,0.0479,0.0563,0.0606,0.064,,0.0726
1993-02-11 00:00:00+00:00,,0.0298,0.0318,0.0344,0.042,0.0472,0.0558,0.0602,0.0637,,0.0715
1993-02-12 00:00:00+00:00,,0.0299,0.0318,0.0343,0.042,0.047,0.0557,0.06,0.0635,,0.0713
1993-02-16 00:00:00+00:00,,0.03,0.0318,0.0344,0.0414,0.0464,0.0552,0.0598,0.0634,,0.0714
1993-02-17 00:00:00+00:00,,0.0297,0.0314,0.0339,0.0406,0.0454,0.0543,0.059,0.0628,,0.0711
1993-02-18 00:00:00+00:00,,0.0295,0.0309,0.033,0.0395,0.0443,0.0529,0.0575,0.0617,,0.0702
1993-02-19 00:00:00+00:00,,0.0299,0.0311,0.033,0.0399,0.0444,0.053,0.0576,0.0615,,0.0701
1993-02-22 00:00:00+00:00,,0.0301,0.0314,0.0332,0.0399,0.0444,0.0528,0.057,0.0609,,0.0695
1993-02-23 00:00:00+00:00,,0.03,0.0311,0.0327,0.039,0.0433,0.0512,0.0553,0.0592,,0.0683
1993-02-24 00:00:00+00:00,,0.0302,0.0314,0.0332,0.0397,0.044,0.052,0.0564,0.0601,,0.0688
1993-02-25 00:00:00+00:00,,0.0301,0.0313,0.0333,0.0395,0.0436,0.0523,0.0568,0.0603,,0.0689
1993-02-26 00:00:00+00:00,,0.0301,0.0314,0.0332,0.0392,0.0437,0.0521,0.0567,0.0603,,0.069
1993-03-01 00:00:00+00:00,,0.0303,0.0314,0.033,0.0388,0.0431,0.0512,0.0558,0.0594,,0.0683
1993-03-02 00:00:00+00:00,,0.0303,0.0314,0.0331,0.0388,0.0431,0.0513,0.0558,0.0595,,0.0684
1993-03-03 00:00:00+00:00,,0.03,0.0311,0.0328,0.0381,0.0424,0.0505,0.0551,0.0588,,0.0678
1993-03-04 00:00:00+00:00,,0.0297,0.0309,0.0324,0.0375,0.0419,0.05,0.0546,0.0583,,0.0673
1993-03-05 00:00:00+00:00,,0.0307,0.032,0.0337,0.0391,0.0437,0.0514,0.0556,0.059,,0.0676
1993-03-08 00:00:00+00:00,,0.0305,0.0319,0.0339,0.0397,0.0437,0.0515,0.0554,0.0585,,0.0672
1993-03-09 00:00:00+00:00,,0.0305,0.0319,0.0341,0.0402,0.0446,0.0521,0.056,0.0591,,0.0673
1993-03-10 00:00:00+00:00,,0.0304,0.0319,0.034,0.0405,0.0449,0.0524,0.0565,0.0597,,0.0675
1993-03-11 00:00:00+00:00,,0.0303,0.0316,0.0335,0.0401,0.0447,0.0523,0.0565,0.0596,,0.0675
1993-03-12 00:00:00+00:00,,0.0304,0.0319,0.0339,0.0411,0.0456,0.0535,0.058,0.0611,,0.0686
1993-03-15 00:00:00+00:00,,0.0306,0.0321,0.0342,0.041,0.0461,0.0539,0.0587,0.0617,,0.0691
1993-03-16 00:00:00+00:00,,0.0304,0.0319,0.0338,0.0402,0.045,0.0527,0.0576,0.0606,,0.0687
1993-03-17 00:00:00+00:00,,0.0304,0.0318,0.0336,0.0398,0.0444,0.0521,0.0572,0.0602,,0.0686
1993-03-18 00:00:00+00:00,,0.0301,0.0313,0.033,0.0391,0.0435,0.0511,0.0563,0.0593,,0.068
1993-03-19 00:00:00+00:00,,0.0303,0.0316,0.0332,0.0395,0.0438,0.0517,0.0565,0.0595,,0.0681
1993-03-22 00:00:00+00:00,,0.0299,0.0313,0.0329,0.0392,0.0437,0.0518,0.0565,0.0596,,0.0681
1993-03-23 00:00:00+00:00,,0.0298,0.0312,0.0328,0.0388,0.0431,0.0514,0.056,0.0591,,0.0677
1993-03-24 00:00:00+00:00,,0.0298,0.0311,0.0331,0.0393,0.0438,0.0519,0.0564,0.0595,,0.0681
1993-03-25 00:00:00+00:00,,0.0297,0.0309,0.0329,0.0392,0.0438,0.0519,0.0567,0.0598,,0.0683
1993-03-26 00:00:00+00:00,,0.03,0.0313,0.0333,0.0402,0.045,0.0532,0.0578,0.0609,,0.0694
1993-03-29 00:00:00+00:00,,0.03,0.0312,0.0333,0.0395,0.0444,0.0525,0.0575,0.0606,,0.069
1993-03-30 00:00:00+00:00,,0.0297,0.0309,0.0329,0.0391,0.0438,0.052,0.0571,0.0602,,0.0691
1993-03-31 00:00:00+00:00,,0.0295,0.0309,0.0332,0.0396,0.0442,0.0524,0.0572,0.0603,,0.0693
1993-04-01 00:00:00+00:00,,0.0296,0.0309,0.0332,0.0394,0.0441,0.0524,0.0574,0.0606,,0.0697
1993-04-02 00:00:00+00:00,,0.0297,0.0309,0.0332,0.0399,0.0448,0.0531,0.0583,0.0616,,0.0706
1993-04-05 00:00:00+00:00,,0.0297,0.0309,0.033,0.0396,0.0445,0.0527,0.0579,0.0613,,0.0704
1993-04-06 00:00:00+00:00,,0.0298,0.0309,0.0335,0.0393,0.0439,0.0522,0.0573,0.0608,,0.0697
1993-04-07 00:00:00+00:00,,0.0298,0.0313,0.0333,0.0393,0.0439,0.0523,0.0572,0.0607,,0.0696
1993-04-08 00:00:00+00:00,,0.0296,0.031,0.0325,0.0385,0.043,0.0513,0.0562,0.0597,,0.0685
1993-04-12 00:00:00+00:00,,0.0294,0.0309,0.0323,0.0382,0.0427,0.0509,0.0557,0.0592,,0.0679
1993-04-13 00:00:00+00:00,,0.0291,0.0307,0.0322,0.0382,0.0427,0.051,0.0555,0.0593,,0.068
1993-04-14 00:00:00+00:00,,0.0288,0.0304,0.0319,0.0378,0.0424,0.0507,0.0551,0.059,,0.0676
1993-04-15 00:00:00+00:00,,0.029,0.0305,0.0322,0.0379,0.0424,0.0506,0.0549,0.0588,,0.0673
1993-04-16 00:00:00+00:00,,0.029,0.0305,0.0321,0.038,0.0426,0.0508,0.0551,0.0589,,0.0676
1993-04-19 00:00:00+00:00,,0.0287,0.0303,0.0321,0.0378,0.0425,0.0507,0.0549,0.0587,,0.0673
1993-04-20 00:00:00+00:00,,0.0285,0.03,0.0319,0.0378,0.0424,0.0507,0.0549,0.0587,,0.0676
1993-04-21 00:00:00+00:00,,0.0286,0.03,0.0317,0.0377,0.0423,0.0505,0.0548,0.0586,,0.0675
1993-04-22 00:00:00+00:00,,0.0288,0.0301,0.0317,0.0375,0.0421,0.0504,0.0546,0.0585,,0.0675
1993-04-23 00:00:00+00:00,,0.029,0.0303,0.0318,0.0375,0.0421,0.0506,0.0549,0.0589,,0.0679
1993-04-26 00:00:00+00:00,,0.0295,0.0305,0.0323,0.0379,0.0425,0.0509,0.0553,0.0594,,0.0683
1993-04-27 00:00:00+00:00,,0.0297,0.0309,0.0327,0.0388,0.0433,0.0519,0.0562,0.0602,,0.069
1993-04-28 00:00:00+00:00,,0.0298,0.0308,0.0327,0.0386,0.0435,0.0518,0.0564,0.0603,,0.0691
1993-04-29 00:00:00+00:00,,0.0296,0.0307,0.0324,0.0379,0.0428,0.051,0.0558,0.0599,,0.0688
1993-04-30 00:00:00+00:00,,0.0297,0.0307,0.0326,0.0383,0.043,0.0514,0.0563,0.0605,,0.0695
1993-05-03 00:00:00+00:00,,0.0293,0.0306,0.0322,0.0375,0.0423,0.0506,0.0554,0.0596,,0.0686
1993-05-04 00:00:00+00:00,,0.0293,0.0306,0.0323,0.0375,0.0423,0.0504,0.0549,0.0592,,0.0681
1993-05-05 00:00:00+00:00,,0.0295,0.0308,0.0326,0.038,0.0427,0.0507,0.0551,0.0593,,0.0682
1993-05-06 00:00:00+00:00,,0.0292,0.0305,0.0322,0.038,0.0424,0.0503,0.0552,0.0589,,0.068
1993-05-07 00:00:00+00:00,,0.0293,0.0306,0.0323,0.0379,0.0425,0.0504,0.0557,0.0592,,0.0685
1993-05-10 00:00:00+00:00,,0.0295,0.0308,0.0322,0.0379,0.0424,0.0502,0.0553,0.0589,,0.0681
1993-05-11 00:00:00+00:00,,0.0295,0.0309,0.0323,0.0379,0.0425,0.0503,0.0551,0.0589,,0.0682
1993-05-12 00:00:00+00:00,,0.0296,0.0309,0.0326,0.0382,0.0428,0.0507,0.0557,0.0596,,0.0686
1993-05-13 00:00:00+00:00,,0.0299,0.0311,0.033,0.0391,0.0435,0.0515,0.0563,0.0602,,0.0696
1993-05-14 00:00:00+00:00,,0.0303,0.0315,0.0333,0.0397,0.0438,0.0521,0.0567,0.0603,,0.0695
1993-05-17 00:00:00+00:00,,0.0308,0.0321,0.0341,0.0405,0.0447,0.0527,0.0572,0.0607,,0.0697
1993-05-18 00:00:00+00:00,,0.0308,0.032,0.034,0.0408,0.0449,0.053,0.0578,0.0615,,0.0702
1993-05-19 00:00:00+00:00,,0.0303,0.0317,0.0337,0.0403,0.0445,0.0526,0.0573,0.0611,,0.0698
1993-05-20 00:00:00+00:00,,0.0303,0.0316,0.0339,0.0403,0.0445,0.0525,0.0571,0.0609,,0.0699
1993-05-21 00:00:00+00:00,,0.0307,0.0321,0.0345,0.0414,0.0453,0.0534,0.0578,0.0616,,0.0703
1993-05-24 00:00:00+00:00,,0.0315,0.0331,0.0352,0.0419,0.0459,0.0537,0.0579,0.0616,,0.0699
1993-05-25 00:00:00+00:00,,0.0314,0.033,0.0352,0.0419,0.0459,0.0538,0.0581,0.0617,,0.0701
1993-05-26 00:00:00+00:00,,0.0312,0.0328,0.0351,0.042,0.0457,0.0535,0.0576,0.0612,,0.0694
1993-05-27 00:00:00+00:00,,0.0313,0.0332,0.0358,0.0422,0.046,0.0535,0.0576,0.0611,,0.0693
1993-05-28 00:00:00+00:00,,0.0313,0.0332,0.0362,0.0424,0.0463,0.0537,0.058,0.0616,,0.0698
1993-06-01 00:00:00+00:00,,0.0314,0.033,0.0355,0.0416,0.0454,0.0528,0.0571,0.0607,,0.0688
1993-06-02 00:00:00+00:00,,0.0314,0.033,0.0356,0.0418,0.0457,0.0527,0.0569,0.0606,,0.0688
1993-06-03 00:00:00+00:00,,0.031,0.0327,0.0353,0.0414,0.0452,0.0523,0.0564,0.0602,,0.0686
1993-06-04 00:00:00+00:00,,0.0318,0.0339,0.0367,0.0431,0.0467,0.0536,0.0575,0.0611,,0.0691
1993-06-07 00:00:00+00:00,,0.032,0.034,0.0365,0.043,0.0466,0.0534,0.0573,0.0608,,0.0688
1993-06-08 00:00:00+00:00,,0.032,0.034,0.0366,0.0433,0.047,0.0535,0.0574,0.0609,,0.0691
1993-06-09 00:00:00+00:00,,0.0318,0.0337,0.0362,0.0429,0.0467,0.0533,0.0572,0.0607,,0.0687
1993-06-10 00:00:00+00:00,,0.0318,0.0336,0.0362,0.0429,0.0467,0.0534,0.0572,0.0607,,0.0688
1993-06-11 00:00:00+00:00,,0.0312,0.0328,0.0351,0.0415,0.0453,0.0522,0.0561,0.0597,,0.068
1993-06-14 00:00:00+00:00,,0.0313,0.0328,0.035,0.0413,0.0452,0.052,0.056,0.0597,,0.0681
1993-06-15 00:00:00+00:00,,0.0312,0.0325,0.0348,0.0411,0.0449,0.0519,0.0559,0.0596,,0.0683
1993-06-16 00:00:00+00:00,,0.0311,0.0325,0.0347,0.0409,0.0447,0.0518,0.0559,0.0596,,0.0682
1993-06-17 00:00:00+00:00,,0.031,0.0324,0.0346,0.0408,0.0447,0.0517,0.0557,0.0593,,0.0681
1993-06-18 00:00:00+00:00,,0.0313,0.0328,0.0352,0.0416,0.0453,0.0523,0.0562,0.0597,,0.0682
1993-06-21 00:00:00+00:00,,0.0317,0.0328,0.0352,0.0416,0.0451,0.052,0.0557,0.0592,,0.0678
1993-06-22 00:00:00+00:00,,0.0316,0.0327,0.0351,0.0415,0.0451,0.0521,0.0558,0.0591,,0.0678
1993-06-23 00:00:00+00:00,,0.0319,0.0332,0.0356,0.042,0.0454,0.052,0.0559,0.0591,,0.0677
1993-06-24 00:00:00+00:00,,0.0317,0.033,0.0354,0.0415,0.0449,0.0516,0.0555,0.0588,,0.0674
1993-06-25 00:00:00+00:00,,0.0315,0.0328,0.035,0.041,0.0445,0.0513,0.0551,0.0584,,0.0671
1993-06-28 00:00:00+00:00,,0.0311,0.0323,0.0347,0.0406,0.0441,0.0508,0.0547,0.058,,0.0667
1993-06-29 00:00:00+00:00,,0.031,0.0321,0.0345,0.0403,0.0437,0.0505,0.0545,0.0579,,0.0667
1993-06-30 00:00:00+00:00,,0.031,0.0322,0.0345,0.0403,0.0439,0.0505,0.0546,0.058,,0.0668
1993-07-01 00:00:00+00:00,,0.0306,0.0319,0.0341,0.0399,0.0437,0.0504,0.0546,0.058,,0.0669
1993-07-02 00:00:00+00:00,,0.0302,0.0315,0.0334,0.0393,0.0431,0.0498,0.0542,0.0576,,0.0667
1993-07-06 00:00:00+00:00,,0.0312,0.0322,0.0342,0.04,0.0438,0.0504,0.0547,0.058,,0.0668
1993-07-07 00:00:00+00:00,,0.0311,0.032,0.0343,0.04,0.0438,0.0504,0.0547,0.058,,0.0668
1993-07-08 00:00:00+00:00,,0.0309,0.0321,0.0342,0.04,0.0435,0.0502,0.0545,0.0578,,0.0666
1993-07-09 00:00:00+00:00,,0.0309,0.0321,0.0341,0.0398,0.0434,0.05,0.0542,0.0576,,0.0664
1993-07-12 00:00:00+00:00,,0.031,0.0322,0.034,0.0399,0.0433,0.05,0.0541,0.0575,,0.0662
1993-07-13 00:00:00+00:00,,0.0311,0.0325,0.0344,0.0404,0.0439,0.0503,0.0543,0.0578,,0.0662
1993-07-14 00:00:00+00:00,,0.0308,0.0322,0.034,0.0397,0.0432,0.0498,0.0537,0.0572,,0.0656
1993-07-15 00:00:00+00:00,,0.0308,0.0323,0.0341,0.0399,0.0434,0.0499,0.0537,0.0572,,0.0655
1993-07-16 00:00:00+00:00,,0.0308,0.0323,0.0341,0.0399,0.0434,0.0499,0.0536,0.0571,,0.0654
1993-07-19 00:00:00+00:00,,0.0312,0.0324,0.0342,0.0399,0.0435,0.05,0.0537,0.0571,,0.0654
1993-07-20 00:00:00+00:00,,0.0313,0.0328,0.0348,0.0409,0.0442,0.0508,0.0542,0.0575,,0.0655
1993-07-21 00:00:00+00:00,,0.0314,0.0329,0.0352,0.0415,0.0449,0.0517,0.0553,0.0583,,0.0662
1993-07-22 00:00:00+00:00,,0.0316,0.0334,0.0361,0.0422,0.0459,0.0524,0.056,0.059,,0.0665
1993-07-23 00:00:00+00:00,,0.0316,0.0334,0.0362,0.0425,0.0462,0.0528,0.0566,0.0595,,0.0671
1993-07-26 00:00:00+00:00,,0.0317,0.0333,0.0359,0.0422,0.0458,0.0525,0.0562,0.0593,,0.0668
1993-07-27 00:00:00+00:00,,0.0317,0.0336,0.0361,0.0425,0.0459,0.0526,0.0562,0.0592,,0.0668
1993-07-28 00:00:00+00:00,,0.0315,0.0334,0.0359,0.0421,0.0457,0.0523,0.0558,0.059,,0.0666
1993-07-29 00:00:00+00:00,,0.0309,0.0328,0.0351,0.0412,0.0446,0.0513,0.0547,0.0581,,0.0657
1993-07-30 00:00:00+00:00,,0.031,0.0328,0.0353,0.0413,0.045,0.0516,0.055,0.0583,,0.0657
1993-08-02 00:00:00+00:00,,0.0317,0.0335,0.0358,0.0419,0.0455,0.052,0.0555,0.0585,,0.0656
1993-08-03 00:00:00+00:00,,0.0315,0.0332,0.0356,0.0417,0.0455,0.0519,0.0551,0.0583,,0.0653
1993-08-04 00:00:00+00:00,,0.0315,0.0332,0.0357,0.0416,0.0455,0.052,0.0554,0.0587,,0.0654
1993-08-05 00:00:00+00:00,,0.0312,0.033,0.0354,0.0412,0.045,0.0518,0.0552,0.0586,,0.0653
